SEX,STATUS,QUALIFICATIONS,EMPLOYER,LEVEL
F,A,"S BIOLOGY, S SCIENCE GENERAL",,S
M,A,"S BIOLOGY, S SCIENCE GENERAL",,S
F,A,S BUSINESS,F,S
F,A,S BUSINESS,I,S
F,A,S BUSINESS,L,S
F,A,S BUSINESS,L,S
F,A,S BUSINESS,L,S
F,A,S BUSINESS,O,S
F,A,S BUSINESS,O,S
F,A,S BUSINESS,O,S
M,A,S BUSINESS,O,S
F,A,S BUSINESS,,S
F,A,S BUSINESS,,S
F,A,S BUSINESS,,S
F,A,S BUSINESS,,S
F,A,S BUSINESS,,S
M,A,S BUSINESS,,S
M,A,"S BUSINESS, S COMPUTING",L,S
F,A,"S BUSINESS, S COMPUTING",O,S
F,A,"S BUSINESS, S COMPUTING",O,S
F,A,"S BUSINESS, S COMPUTING",O,S
M,A,"S BUSINESS, S COMPUTING",O,S
F,A,"S BUSINESS, S COMPUTING",,S
F,A,"S BUSINESS, S COMPUTING, S ECONOMICS",L,S
F,A,"S BUSINESS, S COMPUTING, S ECONOMICS",O,S
M,A,"S BUSINESS, S ECONOMICS",I,S
F,A,"S BUSINESS, S ECONOMICS",L,S
F,A,"S BUSINESS, S ECONOMICS",N,S
F,A,"S BUSINESS, S ECONOMICS",O,S
F,A,"S BUSINESS, S ECONOMICS",O,S
F,A,"S BUSINESS, S ECONOMICS",O,S
F,A,"S BUSINESS, S ECONOMICS",,S
F,A,"S BUSINESS, S ECONOMICS",,S
M,A,"S BUSINESS, S ECONOMICS",,S
M,A,"S BUSINESS, S ECONOMICS",,S
M,A,"S BUSINESS, S ECONOMICS, S GEOGRAPHY",I,S
M,A,"S BUSINESS, S ECONOMICS, S GEOGRAPHY",N,S
M,A,"S BUSINESS, S PE",,S
F,A,S CHEMISTRY,F,S
F,A,S CHEMISTRY,L,S
F,A,S CHEMISTRY,L,S
F,A,S CHEMISTRY,L,S
M,A,S CHEMISTRY,L,S
F,A,S CHEMISTRY,N,S
F,A,S CHEMISTRY,O,S
F,A,S CHEMISTRY,O,S
F,A,S CHEMISTRY,O,S
F,A,S CHEMISTRY,O,S
F,A,S CHEMISTRY,O,S
F,A,S CHEMISTRY,O,S
F,A,S CHEMISTRY,O,S
M,A,S CHEMISTRY,O,S
M,A,S CHEMISTRY,O,S
M,A,S CHEMISTRY,O,S
M,A,S CHEMISTRY,O,S
F,A,S CHEMISTRY,,S
F,A,S CHEMISTRY,,S
F,A,S CHEMISTRY,,S
M,A,S CHEMISTRY,,S
M,A,S CHEMISTRY,,S
M,A,S CHEMISTRY,,S
M,A,S CHEMISTRY,,S
M,A,S CHEMISTRY,,S
M,A,"S CHEMISTRY, S COMPUTING",L,S
M,A,"S CHEMISTRY, S MATHS",F,S
M,A,"S CHEMISTRY, S MATHS",F,S
F,A,"S CHEMISTRY, S MATHS",L,S
M,A,"S CHEMISTRY, S MATHS",L,S
F,A,"S CHEMISTRY, S MATHS",,S
M,A,"S CHEMISTRY, S MATHS, S PHYSICS",,S
F,A,"S CHEMISTRY, S MATHS, S SCIENCE GENERAL",N,S
M,A,"S CHEMISTRY, S PHYSICS",L,S
M,A,"S CHEMISTRY, S PHYSICS",N,S
M,A,"S CHEMISTRY, S PHYSICS",O,S
M,A,"S CHEMISTRY, S PHYSICS, S SCIENCE GENERAL",L,S
F,A,"S CHEMISTRY, S PHYSICS, S SCIENCE GENERAL",N,S
F,A,S CLASSICS,I,S
M,A,"S CLASSICS, S ENGLISH",O,S
M,A,"S CLASSICS, S HISTORY, S LATIN",O,S
M,A,"S CLASSICS, S LATIN",O,S
F,A,"S CLASSICS, S LATIN",,S
M,A,S COMPUTING,I,S
M,A,S COMPUTING,I,S
F,A,S COMPUTING,L,S
F,A,S COMPUTING,L,S
F,A,S COMPUTING,L,S
F,A,S COMPUTING,L,S
M,A,S COMPUTING,L,S
F,A,S COMPUTING,N,S
M,A,S COMPUTING,N,S
M,A,S COMPUTING,N,S
F,A,S COMPUTING,O,S
M,A,S COMPUTING,O,S
M,A,S COMPUTING,O,S
M,A,S COMPUTING,O,S
F,A,S COMPUTING,,S
M,A,S COMPUTING,,S
M,A,S COMPUTING,,S
M,A,"S COMPUTING, S ENGLISH",L,S
M,A,"S COMPUTING, S HISTORY",,S
F,A,"S COMPUTING, S MATHS",F,S
M,A,"S COMPUTING, S MATHS",L,S
F,A,"S COMPUTING, S MATHS",N,S
M,A,"S COMPUTING, S MATHS",N,S
M,A,"S COMPUTING, S MATHS",N,S
F,A,"S COMPUTING, S MATHS",O,S
F,A,"S COMPUTING, S MATHS",O,S
M,A,"S COMPUTING, S MATHS",O,S
M,A,"S COMPUTING, S MATHS",O,S
F,A,"S COMPUTING, S MATHS",,S
F,A,"S COMPUTING, S MATHS",,S
M,A,"S COMPUTING, S MATHS",,S
M,A,"S COMPUTING, S MATHS, S PHYSICS",N,S
F,A,"S COMPUTING, S MATHS, S RE",N,S
M,A,"S COMPUTING, S MODERN STUDIES",O,S
M,A,"S COMPUTING, S TECH",F,S
M,A,S DESIGN & TECHNOLOGY,N,S
M,A,S DRAMA,F,S
M,A,S DRAMA,I,S
F,A,S DRAMA,L,S
F,A,S DRAMA,L,S
F,A,S DRAMA,L,S
F,A,S DRAMA,L,S
F,A,S DRAMA,L,S
F,A,S DRAMA,L,S
M,A,S DRAMA,L,S
F,A,S DRAMA,N,S
F,A,S DRAMA,N,S
F,A,S DRAMA,O,S
F,A,S DRAMA,O,S
F,A,S DRAMA,O,S
F,A,S DRAMA,O,S
F,A,S DRAMA,O,S
M,A,S DRAMA,O,S
M,A,S DRAMA,O,S
F,A,S DRAMA,,S
F,A,S DRAMA,,S
F,A,S DRAMA,,S
M,A,"S DRAMA, S ECONOMICS, S MODERN STUDIES",L,S
M,A,"S DRAMA, S ENGLISH",N,S
F,A,"S DRAMA, S ENGLISH",O,S
F,A,"S DRAMA, S ENGLISH",,S
M,A,"S DRAMA, S ENGLISH",,S
M,A,"S DRAMA, S MUSIC",O,S
F,A,"S DRAMA, S RE",L,S
F,A,"S ECONOMIC HISTORY, S HISTORY, S MODERN STUDIES",O,S
M,A,S ECONOMICS,L,S
M,A,S ECONOMICS,,S
F,A,"S ECONOMICS, S MATHS",I,S
F,A,"S ECONOMICS, S MATHS",,S
M,A,"S ECONOMICS, S MODERN STUDIES",N,S
M,A,"S ECONOMICS, S MODERN STUDIES",O,S
F,A,"S ECONOMICS, S MODERN STUDIES",,S
F,A,S ENGLISH,F,S
F,A,S ENGLISH,F,S
F,A,S ENGLISH,F,S
F,A,S ENGLISH,F,S
M,A,S ENGLISH,F,S
F,A,S ENGLISH,I,S
F,A,S ENGLISH,I,S
F,A,S ENGLISH,I,S
F,A,S ENGLISH,L,S
F,A,S ENGLISH,L,S
F,A,S ENGLISH,L,S
F,A,S ENGLISH,L,S
F,A,S ENGLISH,L,S
F,A,S ENGLISH,L,S
F,A,S ENGLISH,L,S
F,A,S ENGLISH,L,S
F,A,S ENGLISH,L,S
F,A,S ENGLISH,L,S
F,A,S ENGLISH,L,S
F,A,S ENGLISH,L,S
F,A,S ENGLISH,L,S
F,A,S ENGLISH,L,S
F,A,S ENGLISH,L,S
M,A,S ENGLISH,L,S
M,A,S ENGLISH,L,S
M,A,S ENGLISH,L,S
M,A,S ENGLISH,L,S
M,A,S ENGLISH,L,S
M,A,S ENGLISH,L,S
M,A,S ENGLISH,L,S
M,A,S ENGLISH,L,S
F,A,S ENGLISH,N,S
F,A,S ENGLISH,N,S
F,A,S ENGLISH,N,S
F,A,S ENGLISH,N,S
F,A,S ENGLISH,N,S
F,A,S ENGLISH,N,S
F,A,S ENGLISH,N,S
F,A,S ENGLISH,N,S
F,A,S ENGLISH,N,S
F,A,S ENGLISH,N,S
M,A,S ENGLISH,N,S
M,A,S ENGLISH,N,S
M,A,S ENGLISH,N,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
F,A,S ENGLISH,O,S
M,A,S ENGLISH,O,S
M,A,S ENGLISH,O,S
M,A,S ENGLISH,O,S
M,A,S ENGLISH,O,S
M,A,S ENGLISH,O,S
M,A,S ENGLISH,O,S
M,A,S ENGLISH,O,S
M,A,S ENGLISH,O,S
F,A,S ENGLISH,,S
F,A,S ENGLISH,,S
F,A,S ENGLISH,,S
F,A,S ENGLISH,,S
F,A,S ENGLISH,,S
F,A,S ENGLISH,,S
F,A,S ENGLISH,,S
F,A,S ENGLISH,,S
F,A,S ENGLISH,,S
F,A,S ENGLISH,,S
F,A,S ENGLISH,,S
F,A,S ENGLISH,,S
F,A,S ENGLISH,,S
F,A,S ENGLISH,,S
F,A,S ENGLISH,,S
F,A,S ENGLISH,,S
F,A,S ENGLISH,,S
F,A,S ENGLISH,,S
M,A,S ENGLISH,,S
M,A,S ENGLISH,,S
M,A,S ENGLISH,,S
M,A,S ENGLISH,,S
M,A,S ENGLISH,,S
F,A,"S ENGLISH, S FRENCH",I,S
M,A,"S ENGLISH, S FRENCH",O,S
F,A,"S ENGLISH, S HISTORY",I,S
M,A,"S ENGLISH, S HISTORY",I,S
F,A,"S ENGLISH, S HISTORY",L,S
F,A,"S ENGLISH, S HISTORY",L,S
F,A,"S ENGLISH, S HISTORY",L,S
F,A,"S ENGLISH, S HISTORY",N,S
F,A,"S ENGLISH, S HISTORY",O,S
F,A,"S ENGLISH, S HISTORY",O,S
M,A,"S ENGLISH, S HISTORY",O,S
M,A,"S ENGLISH, S HISTORY",O,S
F,A,"S ENGLISH, S HISTORY",,S
F,A,"S ENGLISH, S HISTORY",,S
F,A,"S ENGLISH, S HISTORY",,S
M,A,"S ENGLISH, S HISTORY",,S
M,A,"S ENGLISH, S HISTORY",,S
M,A,"S ENGLISH, S HISTORY",,S
F,A,"S ENGLISH, S HISTORY, S MEDIA STUDIES",N,S
F,A,"S ENGLISH, S HISTORY, S MODERN STUDIES",L,S
F,A,"S ENGLISH, S HISTORY, S MODERN STUDIES",N,S
F,A,"S ENGLISH, S HISTORY, S MODERN STUDIES",,S
F,A,"S ENGLISH, S LATIN",L,S
F,A,"S ENGLISH, S LATIN",O,S
F,A,"S ENGLISH, S MATHS",,S
F,A,"S ENGLISH, S RE",O,S
M,A,"S ENGLISH, S RE",O,S
M,A,"S ENGLISH, S RE",O,S
M,A,"S ENGLISH, S RE",O,S
F,A,"S ENGLISH, S SPANISH",N,S
F,A,"S FE, S GERMAN",F,S
M,A,S FRENCH,I,S
F,A,S FRENCH,L,S
F,A,S FRENCH,L,S
F,A,S FRENCH,N,S
F,A,S FRENCH,N,S
F,A,S FRENCH,N,S
M,A,S FRENCH,N,S
F,A,S FRENCH,O,S
F,A,S FRENCH,O,S
F,A,S FRENCH,O,S
F,A,S FRENCH,O,S
F,A,S FRENCH,O,S
F,A,S FRENCH,O,S
F,A,S FRENCH,O,S
F,A,S FRENCH,O,S
M,A,S FRENCH,O,S
M,A,S FRENCH,O,S
F,A,S FRENCH,,S
F,A,S FRENCH,,S
F,A,S FRENCH,,S
M,A,S FRENCH,,S
F,A,"S FRENCH, S GEOGRAPHY, S HISTORY",O,S
F,A,"S FRENCH, S GERMAN",F,S
F,A,"S FRENCH, S GERMAN",L,S
F,A,"S FRENCH, S GERMAN",L,S
F,A,"S FRENCH, S GERMAN",L,S
F,A,"S FRENCH, S GERMAN",N,S
F,A,"S FRENCH, S GERMAN",N,S
F,A,"S FRENCH, S GERMAN",N,S
F,A,"S FRENCH, S GERMAN",N,S
F,A,"S FRENCH, S GERMAN",N,S
F,A,"S FRENCH, S GERMAN",N,S
F,A,"S FRENCH, S GERMAN",N,S
M,A,"S FRENCH, S GERMAN",N,S
F,A,"S FRENCH, S GERMAN",O,S
F,A,"S FRENCH, S GERMAN",O,S
F,A,"S FRENCH, S GERMAN",O,S
M,A,"S FRENCH, S GERMAN",O,S
M,A,"S FRENCH, S GERMAN",O,S
M,A,"S FRENCH, S GERMAN",O,S
F,A,"S FRENCH, S GERMAN",,S
F,A,"S FRENCH, S GERMAN",,S
F,A,"S FRENCH, S GERMAN",,S
F,A,"S FRENCH, S GERMAN",,S
M,A,"S FRENCH, S GERMAN",,S
F,A,"S FRENCH, S GERMAN, S SPANISH",N,S
F,A,"S FRENCH, S GERMAN, S SPANISH",O,S
F,A,"S FRENCH, S GERMAN, S SPANISH",O,S
M,A,"S FRENCH, S HISTORY, S MODERN STUDIES",O,S
F,A,"S FRENCH, S ITALIAN",O,S
F,A,"S FRENCH, S ITALIAN",O,S
M,A,"S FRENCH, S ITALIAN",O,S
F,A,"S FRENCH, S ITALIAN",,S
F,A,"S FRENCH, S ITALIAN",,S
F,A,"S FRENCH, S ITALIAN, S SPANISH",L,S
F,A,"S FRENCH, S LATIN",I,S
M,A,"S FRENCH, S MODERN STUDIES",O,S
M,A,"S FRENCH, S MODERN STUDIES",,S
F,A,"S FRENCH, S RE, S SPANISH",,S
F,A,"S FRENCH, S SPANISH",F,S
M,A,"S FRENCH, S SPANISH",F,S
F,A,"S FRENCH, S SPANISH",I,S
F,A,"S FRENCH, S SPANISH",I,S
F,A,"S FRENCH, S SPANISH",L,S
F,A,"S FRENCH, S SPANISH",L,S
F,A,"S FRENCH, S SPANISH",L,S
F,A,"S FRENCH, S SPANISH",L,S
F,A,"S FRENCH, S SPANISH",L,S
F,A,"S FRENCH, S SPANISH",N,S
F,A,"S FRENCH, S SPANISH",N,S
F,A,"S FRENCH, S SPANISH",O,S
F,A,"S FRENCH, S SPANISH",O,S
M,A,"S FRENCH, S SPANISH",O,S
M,A,"S FRENCH, S SPANISH",O,S
F,A,"S FRENCH, S SPANISH",,S
F,A,"S FRENCH, S SPANISH",,S
M,A,"S FRENCH, S SPANISH",,S
M,A,"S FRENCH, S SPANISH",,S
F,A,S GAELIC,,S
F,A,S GAELIC,,S
F,A,S GAELIC,,S
F,A,"S GAELIC, S GEOGRAPHY",L,S
F,A,"S GAELIC, S HISTORY",L,S
F,A,"S GAELIC, S HISTORY",O,S
F,A,S GEOGRAPHY,L,S
F,A,S GEOGRAPHY,L,S
F,A,S GEOGRAPHY,L,S
M,A,S GEOGRAPHY,L,S
M,A,S GEOGRAPHY,L,S
M,A,S GEOGRAPHY,L,S
F,A,S GEOGRAPHY,N,S
F,A,S GEOGRAPHY,N,S
F,A,S GEOGRAPHY,N,S
F,A,S GEOGRAPHY,O,S
F,A,S GEOGRAPHY,O,S
F,A,S GEOGRAPHY,O,S
M,A,S GEOGRAPHY,O,S
M,A,S GEOGRAPHY,O,S
M,A,S GEOGRAPHY,O,S
M,A,S GEOGRAPHY,O,S
M,A,S GEOGRAPHY,O,S
M,A,S GEOGRAPHY,O,S
M,A,S GEOGRAPHY,O,S
F,A,S GEOGRAPHY,,S
F,A,S GEOGRAPHY,,S
M,A,S GEOGRAPHY,,S
M,A,S GEOGRAPHY,,S
F,A,"S GEOGRAPHY, S GEOLOGY",,S
M,A,"S GEOGRAPHY, S GEOLOGY, S PE",O,S
F,A,"S GEOGRAPHY, S HISTORY",O,S
M,A,"S GEOGRAPHY, S HISTORY",O,S
F,A,"S GEOGRAPHY, S MODERN STUDIES",I,S
M,A,"S GEOGRAPHY, S MODERN STUDIES",L,S
M,A,"S GEOGRAPHY, S MODERN STUDIES",L,S
M,A,"S GEOGRAPHY, S MODERN STUDIES",L,S
F,A,"S GEOGRAPHY, S MODERN STUDIES",N,S
F,A,"S GEOGRAPHY, S MODERN STUDIES",O,S
F,A,"S GEOGRAPHY, S MODERN STUDIES",O,S
F,A,"S GEOGRAPHY, S MODERN STUDIES",,S
F,A,"S GEOGRAPHY, S MODERN STUDIES",,S
M,A,"S GEOGRAPHY, S MODERN STUDIES",,S
M,A,"S GEOGRAPHY, S MODERN STUDIES",,S
M,A,"S GEOGRAPHY, S MODERN STUDIES",,S
F,A,"S GEOGRAPHY, S RE",,S
F,A,S GERMAN,O,S
F,A,S GERMAN,O,S
F,A,S GERMAN,,S
F,A,"S GERMAN, S SPANISH",N,S
F,A,S HE,F,S
F,A,S HE,L,S
F,A,S HE,L,S
F,A,S HE,L,S
F,A,S HE,L,S
F,A,S HE,L,S
F,A,S HE,L,S
F,A,S HE,N,S
F,A,S HE,N,S
F,A,S HE,O,S
F,A,S HE,O,S
F,A,S HE,O,S
F,A,S HE,O,S
F,A,S HE,O,S
M,A,S HE,O,S
F,A,S HE,,S
F,A,S HE,,S
F,A,S HE,,S
F,A,S HE,,S
F,A,S HE,,S
F,A,S HE,,S
M,A,"S HE, S MATHS",,S
F,A,S HISTORY,F,S
F,A,S HISTORY,F,S
M,A,S HISTORY,F,S
F,A,S HISTORY,L,S
F,A,S HISTORY,L,S
F,A,S HISTORY,N,S
F,A,S HISTORY,N,S
M,A,S HISTORY,N,S
F,A,S HISTORY,O,S
F,A,S HISTORY,O,S
F,A,S HISTORY,O,S
F,A,S HISTORY,,S
F,A,S HISTORY,,S
F,A,S HISTORY,,S
M,A,S HISTORY,,S
F,A,"S HISTORY, S FRENCH",O,S
F,A,"S HISTORY, S MODERN STUDIES",F,S
F,A,"S HISTORY, S MODERN STUDIES",L,S
F,A,"S HISTORY, S MODERN STUDIES",L,S
M,A,"S HISTORY, S MODERN STUDIES",L,S
M,A,"S HISTORY, S MODERN STUDIES",L,S
M,A,"S HISTORY, S MODERN STUDIES",L,S
F,A,"S HISTORY, S MODERN STUDIES",N,S
F,A,"S HISTORY, S MODERN STUDIES",N,S
M,A,"S HISTORY, S MODERN STUDIES",N,S
M,A,"S HISTORY, S MODERN STUDIES",N,S
F,A,"S HISTORY, S MODERN STUDIES",O,S
F,A,"S HISTORY, S MODERN STUDIES",O,S
F,A,"S HISTORY, S MODERN STUDIES",O,S
F,A,"S HISTORY, S MODERN STUDIES",O,S
F,A,"S HISTORY, S MODERN STUDIES",O,S
M,A,"S HISTORY, S MODERN STUDIES",O,S
M,A,"S HISTORY, S MODERN STUDIES",O,S
M,A,"S HISTORY, S MODERN STUDIES",O,S
F,A,"S HISTORY, S MODERN STUDIES",,S
F,A,"S HISTORY, S MODERN STUDIES",,S
F,A,"S HISTORY, S MODERN STUDIES",,S
M,A,"S HISTORY, S MODERN STUDIES",,S
M,A,"S HISTORY, S MODERN STUDIES",,S
M,A,"S HISTORY, S MODERN STUDIES",,S
M,A,"S HISTORY, S MODERN STUDIES, S RE",N,S
M,A,"S HISTORY, S MODERN STUDIES, S RE",N,S
F,A,"S HISTORY, S RE",L,S
M,A,"S HISTORY, S RE",O,S
F,A,S MANDARIN,L,S
F,A,S MANDARIN,N,S
F,A,S MANDARIN,O,S
F,A,S MANDARIN,O,S
F,A,S MANDARIN,,S
F,A,S MATHS,F,S
F,A,S MATHS,I,S
M,A,S MATHS,I,S
M,A,S MATHS,I,S
F,A,S MATHS,L,S
F,A,S MATHS,L,S
F,A,S MATHS,L,S
F,A,S MATHS,L,S
F,A,S MATHS,L,S
F,A,S MATHS,L,S
F,A,S MATHS,L,S
F,A,S MATHS,L,S
F,A,S MATHS,L,S
F,A,S MATHS,L,S
F,A,S MATHS,L,S
M,A,S MATHS,L,S
M,A,S MATHS,L,S
M,A,S MATHS,L,S
M,A,S MATHS,L,S
M,A,S MATHS,L,S
M,A,S MATHS,L,S
M,A,S MATHS,L,S
M,A,S MATHS,L,S
F,A,S MATHS,N,S
F,A,S MATHS,N,S
F,A,S MATHS,N,S
F,A,S MATHS,N,S
F,A,S MATHS,N,S
F,A,S MATHS,N,S
F,A,S MATHS,N,S
F,A,S MATHS,N,S
F,A,S MATHS,N,S
F,A,S MATHS,N,S
F,A,S MATHS,N,S
F,A,S MATHS,N,S
F,A,S MATHS,N,S
F,A,S MATHS,N,S
F,A,S MATHS,N,S
M,A,S MATHS,N,S
M,A,S MATHS,N,S
M,A,S MATHS,N,S
M,A,S MATHS,N,S
M,A,S MATHS,N,S
M,A,S MATHS,N,S
M,A,S MATHS,N,S
M,A,S MATHS,N,S
F,A,S MATHS,O,S
F,A,S MATHS,O,S
F,A,S MATHS,O,S
F,A,S MATHS,O,S
F,A,S MATHS,O,S
F,A,S MATHS,O,S
F,A,S MATHS,O,S
F,A,S MATHS,O,S
F,A,S MATHS,O,S
F,A,S MATHS,O,S
F,A,S MATHS,O,S
M,A,S MATHS,O,S
M,A,S MATHS,O,S
M,A,S MATHS,O,S
M,A,S MATHS,O,S
M,A,S MATHS,O,S
M,A,S MATHS,O,S
M,A,S MATHS,O,S
M,A,S MATHS,O,S
M,A,S MATHS,O,S
M,A,S MATHS,O,S
M,A,S MATHS,O,S
M,A,S MATHS,O,S
M,A,S MATHS,O,S
M,A,S MATHS,O,S
M,A,S MATHS,O,S
F,A,S MATHS,,S
F,A,S MATHS,,S
F,A,S MATHS,,S
F,A,S MATHS,,S
F,A,S MATHS,,S
F,A,S MATHS,,S
F,A,S MATHS,,S
F,A,S MATHS,,S
F,A,S MATHS,,S
F,A,S MATHS,,S
M,A,S MATHS,,S
M,A,S MATHS,,S
M,A,S MATHS,,S
M,A,S MATHS,,S
M,A,S MATHS,,S
M,A,S MATHS,,S
M,A,S MATHS,,S
M,A,"S MATHS, S PHYSICS",I,S
F,A,"S MATHS, S PHYSICS",L,S
M,A,"S MATHS, S PHYSICS",L,S
M,A,"S MATHS, S PHYSICS",L,S
M,A,"S MATHS, S PHYSICS",L,S
M,A,"S MATHS, S PHYSICS",L,S
M,A,"S MATHS, S PHYSICS",N,S
M,A,"S MATHS, S PHYSICS",N,S
M,A,"S MATHS, S PHYSICS",N,S
F,A,"S MATHS, S PHYSICS",O,S
M,A,"S MATHS, S PHYSICS",O,S
M,A,"S MATHS, S PHYSICS",O,S
M,A,"S MATHS, S PHYSICS",O,S
M,A,"S MATHS, S PHYSICS",O,S
M,A,"S MATHS, S PHYSICS",O,S
M,A,"S MATHS, S PHYSICS",O,S
M,A,"S MATHS, S PHYSICS",O,S
F,A,"S MATHS, S PHYSICS",,S
F,A,"S MATHS, S PHYSICS",,S
F,A,"S MATHS, S PHYSICS",,S
M,A,"S MATHS, S PHYSICS",,S
M,A,"S MATHS, S PHYSICS",,S
M,A,"S MATHS, S PHYSICS",,S
M,A,"S MATHS, S PHYSICS, S SCIENCE GENERAL",O,S
F,A,"S MATHS, S SCIENCE GENERAL",N,S
F,A,S MODERN STUDIES,I,S
F,A,S MODERN STUDIES,L,S
F,A,S MODERN STUDIES,L,S
F,A,S MODERN STUDIES,L,S
F,A,S MODERN STUDIES,L,S
F,A,S MODERN STUDIES,L,S
F,A,S MODERN STUDIES,N,S
F,A,S MODERN STUDIES,O,S
F,A,S MODERN STUDIES,O,S
M,A,S MODERN STUDIES,O,S
M,A,S MODERN STUDIES,O,S
M,A,S MODERN STUDIES,O,S
M,A,S MODERN STUDIES,O,S
F,A,S MUSIC,F,S
M,A,S MUSIC,F,S
F,A,S MUSIC,I,S
F,A,S MUSIC,I,S
M,A,S MUSIC,I,S
M,A,S MUSIC,I,S
F,A,S MUSIC,L,S
F,A,S MUSIC,L,S
F,A,S MUSIC,L,S
F,A,S MUSIC,L,S
F,A,S MUSIC,L,S
F,A,S MUSIC,L,S
F,A,S MUSIC,L,S
F,A,S MUSIC,L,S
F,A,S MUSIC,L,S
M,A,S MUSIC,L,S
M,A,S MUSIC,L,S
M,A,S MUSIC,L,S
F,A,S MUSIC,N,S
F,A,S MUSIC,N,S
F,A,S MUSIC,N,S
M,A,S MUSIC,N,S
M,A,S MUSIC,N,S
M,A,S MUSIC,N,S
M,A,S MUSIC,N,S
F,A,S MUSIC,O,S
F,A,S MUSIC,O,S
F,A,S MUSIC,O,S
F,A,S MUSIC,O,S
F,A,S MUSIC,O,S
F,A,S MUSIC,O,S
M,A,S MUSIC,O,S
M,A,S MUSIC,O,S
M,A,S MUSIC,O,S
M,A,S MUSIC,O,S
M,A,S MUSIC,O,S
M,A,S MUSIC,O,S
F,A,S MUSIC,,S
F,A,S MUSIC,,S
F,A,S MUSIC,,S
F,A,S MUSIC,,S
F,A,S MUSIC,,S
F,A,S MUSIC,,S
M,A,S MUSIC,,S
M,A,S MUSIC,,S
M,A,S MUSIC,,S
M,A,S MUSIC,,S
M,A,S MUSIC,,S
F,A,S PE,F,S
F,A,S PE,I,S
M,A,S PE,I,S
M,A,S PE,I,S
F,A,S PE,L,S
F,A,S PE,L,S
F,A,S PE,L,S
F,A,S PE,L,S
F,A,S PE,L,S
F,A,S PE,L,S
F,A,S PE,L,S
F,A,S PE,L,S
F,A,S PE,L,S
F,A,S PE,L,S
F,A,S PE,L,S
F,A,S PE,L,S
F,A,S PE,L,S
F,A,S PE,L,S
M,A,S PE,L,S
M,A,S PE,L,S
M,A,S PE,L,S
M,A,S PE,L,S
M,A,S PE,L,S
F,A,S PE,N,S
F,A,S PE,N,S
F,A,S PE,N,S
F,A,S PE,N,S
M,A,S PE,N,S
M,A,S PE,N,S
M,A,S PE,N,S
M,A,S PE,N,S
F,A,S PE,O,S
F,A,S PE,O,S
F,A,S PE,O,S
F,A,S PE,O,S
F,A,S PE,O,S
F,A,S PE,O,S
F,A,S PE,O,S
F,A,S PE,O,S
F,A,S PE,O,S
F,A,S PE,O,S
M,A,S PE,O,S
M,A,S PE,O,S
M,A,S PE,O,S
M,A,S PE,O,S
M,A,S PE,O,S
M,A,S PE,O,S
M,A,S PE,O,S
M,A,S PE,O,S
M,A,S PE,O,S
M,A,S PE,O,S
M,A,S PE,O,S
F,A,S PE,,S
F,A,S PE,,S
F,A,S PE,,S
F,A,S PE,,S
F,A,S PE,,S
F,A,S PE,,S
F,A,S PE,,S
F,A,S PE,,S
F,A,S PE,,S
F,A,S PE,,S
F,A,S PE,,S
F,A,S PE,,S
M,A,S PE,,S
M,A,S PE,,S
M,A,S PE,,S
M,A,S PE,,S
M,A,S PE,,S
M,A,S PE,,S
F,A,"S PHYSICAL SCIENCE, S PHYSICS",O,S
M,A,S PHYSICS,I,S
F,A,S PHYSICS,L,S
F,A,S PHYSICS,L,S
M,A,S PHYSICS,L,S
M,A,S PHYSICS,L,S
F,A,S PHYSICS,N,S
M,A,S PHYSICS,N,S
F,A,S PHYSICS,O,S
F,A,S PHYSICS,O,S
F,A,S PHYSICS,O,S
M,A,S PHYSICS,O,S
M,A,S PHYSICS,O,S
M,A,S PHYSICS,O,S
M,A,S PHYSICS,O,S
F,A,S PHYSICS,,S
M,A,S PHYSICS,,S
M,A,S PHYSICS,,S
M,A,"S PHYSICS, S SCIENCE GENERAL",L,S
F,A,S PSYCHOLOGY,L,S
F,A,"S PSYCHOLOGY, S RE",L,S
F,A,S RE,I,S
F,A,S RE,L,S
F,A,S RE,L,S
M,A,S RE,L,S
M,A,S RE,L,S
F,A,S RE,N,S
F,A,S RE,N,S
M,A,S RE,N,S
M,A,S RE,N,S
F,A,S RE,O,S
F,A,S RE,O,S
M,A,S RE,O,S
M,A,S RE,O,S
M,A,S RE,O,S
F,A,S RE,,S
M,A,S RE,,S
M,A,S RE,,S
M,A,"S RE, S SCIENCE GENERAL",,S
F,A,S SPANISH,L,S
F,A,S SPANISH,O,S
